item_id,item_idx
2928,2525
7777,2526
2194,2527
7501,2528
17632,2529
21474,2530
8347,2531
7583,2532
6864,2533
31509,2534
8927,2535
17574,2536
394,2537
2452,2538
11062,2539
474,2540
15255,2541
14473,2542
18340,2543
9313,2544
1624,2545
8780,2546
1159,2547
1997,2548
29446,2549
1167,2550
3932,2551
3731,2552
146,2553
2847,2554
21769,2555
19882,2556
9381,2557
31798,2558
10281,2559
4594,2560
5801,2561
1316,2562
5104,2563
7725,2564
823,2565
13919,2566
37584,2567
21587,2568
2124,2569
9198,2570
476,2571
1322,2572
4399,2573
3021,2574
5881,2575
1403,2576
21995,2577
494,2578
58,2579
3191,2580
15780,2581
17454,2582
22282,2583
5426,2584
15239,2585
2852,2586
8271,2587
431,2588
382,2589
924,2590
3463,2591
2783,2592
13019,2593
5819,2594
10685,2595
4866,2596
20245,2597
843,2598
6004,2599
10757,2600
18877,2601
9620,2602
8942,2603
725,2604
19562,2605
6497,2606
271,2607
7449,2608
8533,2609
14210,2610
4588,2611
1050,2612
4472,2613
25489,2614
16458,2615
30095,2616
18790,2617
2589,2618
3476,2619
5405,2620
105,2621
7441,2622
496,2623
285,2624
12963,2625
17895,2626
2416,2627
12466,2628
39855,2629
2712,2630
3181,2631
7335,2632
6025,2633
4284,2634
2684,2635
13122,2636
5106,2637
5773,2638
152,2639
1344,2640
4613,2641
602,2642
2953,2643
539,2644
5027,2645
27296,2646
15247,2647
15225,2648
10844,2649
13582,2650
13064,2651
3985,2652
11797,2653
17523,2654
39589,2655
926,2656
13968,2657
25948,2658
12464,2659
1196,2660
21,2661
2328,2662
21615,2663
16959,2664
6085,2665
17627,2666
27123,2667
12467,2668
14342,2669
10284,2670
24279,2671
5575,2672
5689,2673
1631,2674
10262,2675
4614,2676
3162,2677
1313,2678
13279,2679
741,2680
1725,2681
18932,2682
4412,2683
4414,2684
4415,2685
4413,2686
1671,2687
4416,2688
5941,2689
6578,2690
15258,2691
162,2692
6553,2693
12138,2694
9482,2695
5877,2696
14647,2697
11739,2698
35333,2699
19226,2700
5815,2701
6313,2702
931,2703
6842,2704
1268,2705
7173,2706
365,2707
5102,2708
38954,2709
20977,2710
15370,2711
3714,2712
11721,2713
10888,2714
1320,2715
12833,2716
2487,2717
1405,2718
4732,2719
10094,2720
12032,2721
22002,2722
9091,2723
5794,2724
7276,2725
6648,2726
247,2727
6919,2728
6918,2729
6917,2730
7588,2731
10023,2732
1630,2733
13086,2734
1494,2735
1135,2736
17545,2737
6916,2738
6922,2739
6920,2740
6921,2741
10786,2742
7442,2743
7903,2744
7691,2745
9720,2746
12463,2747
5713,2748
21155,2749
19217,2750
19066,2751
2336,2752
12971,2753
12296,2754
6554,2755
9240,2756
11722,2757
1650,2758
24402,2759
13554,2760
12015,2761
6009,2762
9135,2763
6924,2764
6923,2765
724,2766
3930,2767
4074,2768
25,2769
17068,2770
27,2771
18858,2772
3351,2773
20877,2774
8984,2775
12831,2776
1914,2777
10906,2778
3032,2779
24208,2780
2276,2781
598,2782
11881,2783
1721,2784
1669,2785
18927,2786
3948,2787
718,2788
18974,2789
19119,2790
164,2791
3702,2792
2561,2793
2955,2794
20327,2795
19452,2796
14387,2797
3953,2798
163,2799
17492,2800
15216,2801
21550,2802
11725,2803
20668,2804
1408,2805
1271,2806
12859,2807
696,2808
8046,2809
8677,2810
38,2811
5130,2812
4841,2813
23309,2814
6361,2815
18573,2816
1948,2817
5236,2818
141,2819
17222,2820
1217,2821
5480,2822
9471,2823
15254,2824
305,2825
22070,2826
1346,2827
22183,2828
1045,2829
7701,2830
399,2831
14252,2832
3259,2833
25643,2834
5995,2835
6370,2836
10401,2837
2354,2838
6365,2839
7670,2840
3552,2841
4587,2842
2213,2843
3048,2844
3843,2845
9489,2846
3962,2847
5756,2848
243,2849
1095,2850
20234,2851
1620,2852
107,2853
5398,2854
17896,2855
19411,2856
14815,2857
2701,2858
16304,2859
17232,2860
5991,2861
6082,2862
4301,2863
2691,2864
5882,2865
3481,2866
14391,2867
1163,2868
19100,2869
16395,2870
15917,2871
7575,2872
4797,2873
8103,2874
21191,2875
10840,2876
25752,2877
17442,2878
24214,2879
16298,2880
700,2881
15262,2882
1706,2883
9926,2884
3647,2885
2349,2886
6303,2887
13776,2888
3688,2889
2930,2890
10688,2891
10238,2892
13440,2893
8617,2894
10288,2895
3395,2896
10027,2897
2,2898
3727,2899
2947,2900
5813,2901
1901,2902
18864,2903
11122,2904
6555,2905
10766,2906
3184,2907
11091,2908
19563,2909
14081,2910
7087,2911
17540,2912
11823,2913
2866,2914
6385,2915
2332,2916
27120,2917
17330,2918
21662,2919
6261,2920
7769,2921
3056,2922
5550,2923
11118,2924
2922,2925
12836,2926
2375,2927
6485,2928
2859,2929
316,2930
4285,2931
9414,2932
947,2933
318,2934
1976,2935
12260,2936
2251,2937
3260,2938
11744,2939
2226,2940
40177,2941
8446,2942
6551,2943
2265,2944
8869,2945
5814,2946
10858,2947
10753,2948
28426,2949
24659,2950
17418,2951
12843,2952
28532,2953
3059,2954
8977,2955
7,2956
29882,2957
3192,2958
23997,2959
21701,2960
4419,2961
4418,2962
7940,2963
8523,2964
684,2965
2319,2966
17209,2967
8466,2968
11053,2969
11861,2970
5031,2971
1946,2972
315,2973
15246,2974
10093,2975
13129,2976
2670,2977
18699,2978
15287,2979
20971,2980
3884,2981
16894,2982
10851,2983
6252,2984
1648,2985
6166,2986
1302,2987
12834,2988
9105,2989
24090,2990
7184,2991
2325,2992
8519,2993
7108,2994
18634,2995
136,2996
4401,2997
20944,2998
5954,2999
24093,3000
2378,3001
10703,3002
15,3003
38845,3004
1054,3005
9388,3006
23316,3007
10317,3008
25475,3009
12526,3010
18513,3011
36358,3012
12517,3013
11902,3014
5354,3015
2965,3016
8620,3017
8621,3018
209,3019
3239,3020
4799,3021
2483,3022
2484,3023
2486,3024
12311,3025
18929,3026
12220,3027
8618,3028
1728,3029
5058,3030
27668,3031
11672,3032
6357,3033
8760,3034
17549,3035
5799,3036
5811,3037
3038,3038
391,3039
20195,3040
14649,3041
842,3042
3204,3043
19673,3044
9493,3045
9475,3046
12640,3047
56,3048
53,3049
3203,3050
5249,3051
41520,3052
51548,3053
38655,3054
8134,3055
5961,3056
11057,3057
8993,3058
5818,3059
165,3060
8614,3061
14187,3062
12664,3063
2984,3064
19589,3065
2931,3066
5750,3067
272,3068
3706,3069
2942,3070
5379,3071
23019,3072
16281,3073
4479,3074
8504,3075
8503,3076
2944,3077
10754,3078
22176,3079
6665,3080
19594,3081
10829,3082
523,3083
15077,3084
5806,3085
7277,3086
8680,3087
9330,3088
21412,3089
13172,3090
13169,3091
32487,3092
707,3093
10018,3094
100,3095
5129,3096
20417,3097
9353,3098
19627,3099
10942,3100
10756,3101
11473,3102
21559,3103
5751,3104
11370,3105
246,3106
15252,3107
5572,3108
3067,3109
3071,3110
3073,3111
25478,3112
5084,3113
10763,3114
24675,3115
16388,3116
18936,3117
6881,3118
5020,3119
30186,3120
1893,3121
5064,3122
10064,3123
17256,3124
4807,3125
8419,3126
5875,3127
4794,3128
5874,3129
997,3130
1999,3131
6541,3132
2889,3133
25699,3134
1181,3135
4843,3136
17529,3137
15447,3138
7706,3139
6386,3140
14646,3141
2002,3142
2612,3143
11654,3144
149,3145
686,3146
17889,3147
3834,3148
20591,3149
29721,3150
11962,3151
23317,3152
25578,3153
5944,3154
5945,3155
11058,3156
1318,3157
665,3158
20940,3159
1319,3160
6506,3161
2940,3162
4135,3163
4699,3164
307,3165
3010,3166
13900,3167
2608,3168
2334,3169
7141,3170
15272,3171
4859,3172
12841,3173
5308,3174
2553,3175
2956,3176
16049,3177
19721,3178
2951,3179
12006,3180
9669,3181
8270,3182
9,3183
22014,3184
3254,3185
21277,3186
11641,3187
21346,3188
22106,3189
22078,3190
20703,3191
7337,3192
11124,3193
23579,3194
6674,3195
7651,3196
11374,3197
6240,3198
1745,3199
15978,3200
15476,3201
245,3202
266,3203
14962,3204
12274,3205
7275,3206
2097,3207
3954,3208
35176,3209
10764,3210
3828,3211
3823,3212
5608,3213
9004,3214
15726,3215
6014,3216
3936,3217
5671,3218
5723,3219
10,3220
3020,3221
3860,3222
11201,3223
698,3224
11720,3225
12986,3226
25929,3227
8563,3228
322,3229
5402,3230
4417,3231
3060,3232
34,3233
6572,3234
7279,3235
4842,3236
2764,3237
30008,3238
12005,3239
3700,3240
1081,3241
26561,3242
6384,3243
17525,3244
6908,3245
3063,3246
5998,3247
15270,3248
7127,3249
3132,3250
3075,3251
4139,3252
4144,3253
19,3254
4840,3255
9222,3256
16431,3257
5741,3258
3719,3259
28302,3260
3077,3261
14404,3262
8992,3263
22659,3264
3655,3265
4750,3266
30046,3267
7149,3268
10853,3269
18539,3270
2886,3271
10860,3272
313,3273
150,3274
14208,3275
5100,3276
2165,3277
3648,3278
16416,3279
1321,3280
5738,3281
4132,3282
4131,3283
5758,3284
23922,3285
6271,3286
1513,3287
14,3288
6135,3289
15251,3290
17648,3291
7278,3292
1000,3293
1001,3294
999,3295
11200,3296
3093,3297
4460,3298
13894,3299
12830,3300
5404,3301
731,3302
3697,3303
25157,3304
2952,3305
7214,3306
2365,3307
5107,3308
4423,3309
15163,3310
8193,3311
20189,3312
6294,3313
18408,3314
13449,3315
14642,3316
3069,3317
58200,3318
41944,3319
12105,3320
302,3321
689,3322
4352,3323
4358,3324
4360,3325
4362,3326
4364,3327
4366,3328
4369,3329
5309,3330
4138,3331
4373,3332
2348,3333
4378,3334
4380,3335
826,3336
324,3337
6570,3338
6573,3339
20734,3340
5391,3341
1360,3342
4130,3343
2850,3344
1498,3345
1139,3346
4136,3347
833,3348
10767,3349
11913,3350
16447,3351
14399,3352
8622,3353
5606,3354
22434,3355
3178,3356
90,3357
31,3358
3061,3359
18327,3360
6571,3361
4133,3362
13445,3363
6010,3364
14221,3365
3062,3366
2013,3367
10955,3368
14641,3369
16306,3370
14645,3371
22626,3372
10945,3373
10940,3374
16285,3375
1979,3376
10916,3377
6127,3378
9067,3379
10758,3380
2971,3381
2008,3382
6103,3383
3858,3384
3081,3385
206,3386
13662,3387
2699,3388
19692,3389
18372,3390
33918,3391
12473,3392
11202,3393
1949,3394
12470,3395
7133,3396
7283,3397
1684,3398
10055,3399
10708,3400
17425,3401
20901,3402
12853,3403
13006,3404
7217,3405
12844,3406
8997,3407
23252,3408
13011,3409
2314,3410
27257,3411
